ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Initial_Track_1_Plus,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,QualScore,RecvdMean,Prior_Sav_Adj,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,prov_Rate_1000,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO44,ACO43,ACO11,ACO12,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30
A3575,Wilderness Health ACO,"MN, WI",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,7909,-0.060636824,0.03218018,-4624528,-4624528,,0,0,1,1,0,,0,,9916,9478,76265996,80890524,,,0.5,0.5,0,High Revenue,74346,8515,15624,9217,72203,9019,12228,9074,71945,9116,13835,8754,80083,11101,16355,9476,10517,0.902,0.873,0.965,0.949,0.925,0.901,0.938,0.95,0.996,0.925,0.924,0.928,0.984,0.866,0.964,0.926,23,1491,465,5712,7691,35,1468,455,5733,1749,3086,2047,1027,4159,3750,7578,50,19,6,122,134,3410,3105,8,246,71,157,1099,0,3599,1955,139,226,231,300,283,0,12,5,7,6,792,827,166,564,257,7461,3630,2809,901,122,78,24,12827,4,0,2,0,1,9,309,489,130,93,2,84.69,95.15,93.37,82.13,60.67,62.7,75.07,22.82,15.09,18.34,39.77,73.72,62.79,80,2.11,100,87.26,53.63,67.84,79.12,26.61,15.79,52.82,61.69,65.32,82.52,4.95,53.63,14.92,62.9,68.73,94.82
A3576,Berkshire ACO,"MA, VT, NY",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,9241,-0.011264731,0.030758759,-1239197,0,,0,0,1,1,0,,0,,12184,12130,110006768,111245965,,,0.5,0.5,0,High Revenue,88823,11094,19174,9876,94198,12108,20400,10262,93190,13786,19713,10442,98899,12720,21660,10800,12322,1.085,0.996,1.119,0.989,1.029,1.007,1.097,1.018,1.035,1.037,1.124,0.997,0.97,0.98,1.105,0.987,47,1446,678,6471,9029,46,1540,623,6820,1807,3819,2475,1140,5235,4006,8726,157,16,23,2,317,3516,3226,4,144,153,198,980,0,4161,2774,222,690,232,313,288,0,6,18,23,5,853,924,226,745,231,10946,3336,4891,2683,37,72,25,12620,1,0,0,0,1,8,224,562,102,103,7,85.88,94.72,92.98,81.28,67.23,68.83,74.79,18.97,15.32,18.14,41.78,86.78,66.3,68.75,1.63,100,54.42,86.4,75,80.95,64.34,88.37,57.55,70.43,86.45,85.06,6.06,49.6,13.49,56.75,73.8,96.4
A3577,Mountlake ACO,"ID, MN",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,9131,-0.008050137,0.030868869,-866863,0,,0,0,1,1,0,,0,,12125,11740,107682971,108549833,,,0.5,0.5,0,High Revenue,86627,11182,18183,10049,89964,12007,16657,10433,84211,11193,19082,10607,82541,12882,19939,11018,12223,1.012,0.905,0.953,0.941,1.064,0.9,0.946,0.919,1.02,0.908,0.963,0.934,0.973,0.922,0.888,0.94,50,1198,544,6945,8881,53,1138,535,7155,1443,3870,2689,1129,4875,4256,8761,24,23,54,87,182,3817,3626,19,157,32,235,1182,0,4378,2044,155,579,272,306,295,0,6,4,12,6,801,765,106,497,184,8320,3369,2286,1974,691,79,20,13940,9,0,9,0,2,23,424,927,224,196,11,87.92,94.25,92.09,84.04,56.76,64.08,70.93,29.9,14.99,18.6,41.93,71.5,59.2,53.85,2.33,100,79.51,46.4,77.05,76.68,62.5,58.06,59.7,66.54,66.27,82.85,6.12,37.5,23.83,47.66,73.44,91.6
A3578,Prairie Vista Care Organization,"SD, IA, MN, NE",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,20411,0.004258379,0.024958899,950936,0,,0,0,1,1,0,,0,,11287,10947,223309404,222358468,,,0.5,0.5,0,High Revenue,77021,10673,13463,9374,75952,11523,12050,9569,76061,12523,13485,10166,81329,12435,14585,10352,11239,0.973,0.967,0.933,0.975,0.949,0.977,0.951,0.959,0.968,1.006,0.914,0.977,0.982,1.045,0.961,0.998,120,2138,1092,15563,19785,122,2157,1032,16473,2926,9164,5486,2835,11736,8675,19626,96,67,57,197,368,3144,2966,29,111,52,255,911,0,4556,1957,80,198,350,310,298,1,7,4,13,9,835,641,143,585,206,7986,3091,2586,1560,749,71,22,11670,13,0,23,0,4,46,498,866,346,210,5,87.98,94.07,92.96,84.29,60.71,63.59,73.89,30.78,13.75,16.61,37.5,73.99,58.4,61.29,2.3,100,79.23,97.66,81.51,86.5,71.89,81.58,70.65,71.33,75.17,81.07,8.05,44.06,11.88,47.51,71.24,95.18
A3579,Huntsville ACO,"AL, TN",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,13050,0.055127266,0.028169634,7100810,7100810,,3479397,0,1,1,0,,0,,10125,9843,128807593,121706783,,,0.5,0.5,0,High Revenue,66363,9016,13607,8714,74775,9377,12716,9042,70898,9128,13998,9335,48100,9641,13902,9081,9567,0.934,0.966,0.942,1.021,0.963,0.955,0.939,1.026,1.018,0.945,0.908,1.021,0.89,0.935,0.925,1.02,57,2005,825,10107,12721,38,1749,768,10165,2126,5801,3844,1279,7413,5637,11486,1303,56,41,7,157,2716,2415,57,208,62,257,528,0,1856,3347,136,615,348,312,290,1,12,8,24,12,775,730,216,754,258,10487,3586,4848,1979,75,55,23,8945,1,0,3,0,4,3,264,391,208,35,0,88.46,94.97,92.58,83.09,60.41,59.35,71.54,30.5,14.24,17.78,37.49,77.43,60.62,58.62,2.19,98.95,66.56,73.39,78.88,72.22,72.24,80,50.2,61.04,72.58,88.63,3.33,36.69,25,44.35,63.2,91.13
A3580,Central Oregon ACO,OR,Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,11691,0.025125001,0.028985197,3010197,0,,0,0,1,1,0,,0,,10509,10168,119808813,116798616,,,0.5,0.5,0,High Revenue,66628,11696,14478,9050,74609,11577,15677,8871,72699,11086,13777,9512,84644,11815,15156,9519,10245,0.933,0.961,0.898,0.886,0.991,0.981,0.864,0.887,0.921,0.982,0.893,0.911,0.972,0.982,0.851,0.909,28,1439,587,9402,11400,28,1256,579,9536,1690,6324,2775,902,6243,5448,11137,24,27,98,88,317,3213,3072,3,118,21,248,520,0,2749,3171,137,212,234,232,225,0,4,2,12,5,767,660,112,754,254,8998,2322,3575,1621,1481,31,21,16594,2,14,2,0,2,6,193,343,84,124,0,79.75,93.72,91.28,76.63,59.43,63.15,71.81,25.12,14.64,18.48,35.07,71.1,47.41,68.18,1.48,100,96.25,69.77,78.01,81.47,54.26,64.71,52.85,72.2,68.7,87.5,7.27,47.6,12.8,53.6,67.56,90.55
A3588,Treasure Coast Integrated Healthcare,FL,Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,20027,0.013055387,0.0249973,2994357,0,,0,0,1,1,0,,0,,11683,11490,229357970,226363613,,,0.5,0.5,0,High Revenue,74468,12013,18879,10702,88006,11149,18321,10415,78724,13491,16719,10778,81854,11401,15361,11004,11530,0.978,1.081,1.068,1.074,0.983,1.052,1.041,1.053,1.032,1.026,1.007,1.059,0.993,1.019,0.982,1.044,120,964,404,17839,19632,121,927,322,18262,1411,9111,6832,2673,11447,8580,18735,573,74,121,10,514,3184,2622,22,513,39,130,431,0,1802,5098,96,799,252,331,298,1,27,5,17,11,828,693,240,809,355,12179,3409,7329,1427,14,39,22,10320,0,0,0,0,1,0,86,184,82,44,0,81.1,91.7,90.4,78.84,53.43,63.6,76.9,20.74,15.8,20.51,39.82,91.83,62.77,83.33,2.2,100,86.94,83.87,77.09,83.53,71.84,34.38,48.39,78,63.71,71.61,0,37.9,11.29,39.92,68.95,87.5
A3591,"ColigoCare, LLC","NJ, NY",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,22509,0.002417675,0.024749092,586637,0,,0,0,1,1,0,,0,,10998,10582,242645293,242058655,,,0.5,0.5,0,Low Revenue,87405,10391,14059,9859,92661,11951,13044,10011,84354,10529,13056,9912,91431,11825,14448,10400,10971,0.988,0.937,0.954,0.999,0.989,0.931,0.951,1.007,0.962,0.876,0.951,0.996,0.976,0.889,0.96,1.01,118,1175,554,19785,22063,111,1028,534,20390,1614,10458,7040,3397,13017,9492,20449,546,332,176,8,998,2944,2681,22,148,112,121,604,0,2475,4328,48,491,170,216,202,0,7,6,12,4,829,503,154,666,283,11497,3633,7069,792,3,46,20,12209,0,0,0,0,0,0,177,331,115,48,3,87.62,96.36,94.46,79.61,65.98,65.2,74.55,22.86,13.93,17.02,26.96,59.87,43.79,66.67,1.21,98.57,98.74,93.93,86.07,83.73,95.06,100,82.52,73.22,80.15,85.29,14.29,65.53,11.97,72.08,83.25,91
A3596,"Genesis Physicians Group,Inc.",TX,Initial,1,01/01/2018 12:00:00 AM,0,0,0,1,01/01/2018 12:00:00 AM,0,0,0,1,0,0,0,7947,0.040744073,0.02,3480539,3480539,,1705464,0,1,1,0,,0,,10915,10653,85424418,81943880,,,0.5,0.5,1,Low Revenue,103991,9725,15313,10065,105837,11001,15364,10446,72076,10601,15946,10167,112537,10179,16106,9996,10471,1.118,1.065,0.924,1.001,1.096,1.038,0.948,0.99,1.007,0.934,0.907,0.964,0.915,0.919,0.866,0.959,21,313,226,6468,7826,24,278,203,7321,302,3781,2739,1125,4663,3284,7084,371,159,86,5,242,2968,2096,128,571,43,285,652,170,1546,4239,90,769,180,271,218,4,30,4,9,5,769,493,167,644,312,10950,4719,5258,959,14,50,25,11811,0,0,0,0,0,0,61,0,6,0,0,91.19,95.44,95.31,85.68,64.18,69.05,76.16,36.12,15.27,18.6,33.33,72.07,56.68,60,1.74,100,53.06,75,73.61,75.9,79.86,75,66.59,63.62,74.43,76.88,4.44,41.41,8.24,44,76.82,83.19
A3597,"Pacific Private Practice Network, Inc","CA, TX",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,6257,-0.022678162,0.035485485,-2005168,0,,0,1,1,1,0,,0,,14467,14014,88418474,90423642,,,0.5,0.5,0,Low Revenue,81079,19745,20256,11020,96747,21061,19319,10915,105540,23405,26430,11620,110528,23044,29014,12004,14795,0.948,1.239,0.98,1.003,0.994,1.287,0.937,1.02,1.084,1.311,1.063,1.041,1.081,1.363,1.118,1.026,37,358,593,5396,6112,40,294,581,5198,464,2649,2176,968,3407,2850,5304,158,302,105,6,382,4461,3634,325,253,313,258,1593,12,2251,5416,148,964,329,317,279,7,13,18,14,2,790,588,232,612,341,14072,6233,7392,441,6,86,32,17296,0,0,0,0,0,0,42,22,11,4,0,86.61,94.77,93.9,83.31,59.52,59.26,74.24,39.68,15.34,18.37,39.08,79.78,56.17,83.33,1.59,96.08,78.3,64.71,39.52,49.19,66.53,96.77,40.32,43.43,53.6,62.5,0,32.26,15.32,35.48,65.6,69.08
A3598,"Acorn Network, LLC","IL, IN, MI",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,5470,0.028446021,0.037588589,2256037,0,,0,0,1,1,0,,0,,14882,14090,79309414,77053377,,,0.5,0.5,0,Low Revenue,77876,12733,18081,9427,93608,12597,19526,10138,89147,13418,17891,9985,92541,13314,17714,11235,14459,0.975,1.13,0.98,1.034,1.039,1.119,1.102,1.077,1.053,1.212,1.142,1.105,1.05,1.146,1.169,1.16,110,1444,1130,3546,5329,105,1214,951,3060,1422,2287,1230,531,3284,2186,2947,1909,213,205,1,195,4519,3796,163,359,251,311,1722,0,2816,3742,224,1242,358,438,388,5,18,27,26,13,831,1025,334,704,178,11973,5247,4097,2579,50,114,30,13982,0,0,0,0,0,0,106,17,134,6,2,79.02,92.02,89.11,79.96,57,57.73,69.51,32.33,14.77,17.99,36.73,74.04,56.98,62.5,1.86,92.23,72.73,34.91,43.83,43.98,60.17,30.82,46.22,45.23,44.98,65.19,0,39.46,17.41,45.45,70.42,51.52
A3599,CVACC,VA,Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,17577,-0.001766089,0.025968994,-320166,0,,0,1,1,1,0,,0,,10580,10324,181285060,181605226,,,0.5,0.5,0,High Revenue,77093,8594,14031,8133,81735,8880,14908,8529,77823,9717,15949,9030,83267,10174,17697,9153,10598,0.975,0.974,1.063,0.976,1.017,0.964,1.044,0.978,1.041,1.024,1.041,0.983,1.006,0.998,1.033,0.983,205,2114,1137,13573,17135,193,2082,972,13888,2651,8016,4969,1941,10049,7528,14091,3135,29,21,8,293,3467,3279,58,97,47,325,638,0,2787,2705,139,481,306,335,321,2,5,7,21,9,803,763,243,693,211,8930,2967,4035,1908,19,62,25,9484,0,1,0,0,3,11,151,411,157,83,0,81.04,93.14,92.08,82.73,62.18,68.76,74.41,24.23,14.84,18.43,40.76,78.03,64.44,61.9,1.68,100,77.89,93.73,66.34,75,58.06,26.32,85.55,66.92,62.2,88.35,4.71,38.15,21.29,44.98,65.35,96.06
A3602,"VillageMD Chicago ACO, LLC","IL, KY, GA, TN, IN",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,8549,0.030263258,0.03145045,2467041,0,,0,0,1,1,0,,0,,9756,9285,81519358,79052317,,,0.5,0.5,0,Low Revenue,66637,7041,16016,8976,59523,7683,14884,9111,77009,8474,13880,8728,67039,7696,15120,9111,9461,1.01,0.837,0.879,0.978,0.944,0.836,0.935,0.97,0.939,0.778,0.844,0.946,1.013,0.815,0.897,0.966,36,1029,423,7322,8356,32,937,401,6986,1197,3810,2459,1083,4992,3557,7706,482,89,68,4,200,2927,2401,50,440,68,138,825,0,1728,3178,128,595,224,295,262,2,24,7,14,10,800,628,183,576,192,10029,5168,3548,1297,15,59,27,12537,0,4,0,0,0,0,119,23,55,127,0,87.47,94.95,94.18,82.32,55.39,64.28,71.26,32.52,15.23,18.68,37.7,78.81,61.39,66.67,2.72,100,100,65.46,60,56.48,67.27,52.27,62.5,45.57,53.59,76.4,11.11,25.08,24.42,30.36,68.18,85.07
A3603,"Accountable Care Organization of Aurora, LLC","WI, IL",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,78325,0.02806278,0.02,22134923,22134923,,10846112,0,1,1,0,,0,,10369,10040,788764465,766629542,,,0.5,0.5,0,High Revenue,72384,9295,14301,8536,72776,9746,14331,8633,71676,9882,14266,8901,77076,10303,14656,8888,10078,0.989,0.983,1.049,1.005,0.984,0.991,1.047,0.994,0.99,1.007,1.084,1.001,0.987,1,1.083,0.99,757,10878,4666,60886,76067,743,10297,4385,60641,13463,35814,19592,9456,44169,34156,70090,4099,667,571,181,2717,2978,2755,50,158,34,259,686,1,2963,2678,114,397,268,296,280,2,9,5,16,8,799,702,202,667,207,8789,3691,3785,1299,13,57,25,11009,0,0,1,0,5,1,927,1564,654,446,2,86.55,94.11,92.48,79.16,60.27,54.25,74.92,21.76,14.18,18.65,35.37,70.94,56.38,68.18,1.82,100,97.47,85.04,91.35,93.85,72.6,65.52,80.25,82.37,82.71,83.09,4.65,57.97,8.81,64.41,81.85,90.61
A3612,QHI ACO,"CT, CA, IL",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,25952,-0.024657835,0.02440478,-7738118,-7738118,,0,0,1,1,0,,0,,12412,11750,313819831,321557949,,,0.5,0.5,0,High Revenue,84221,11511,16753,10330,85155,12218,16145,10331,87556,12111,16932,10304,90494,13041,17981,11160,12718,0.995,1.053,1.032,1.018,1.02,1.031,0.998,1.03,0.995,1.03,0.963,1.018,1.008,1.084,0.987,1.022,221,2331,2931,23785,25284,211,2218,2714,20142,2944,10767,8042,4199,14528,11424,23761,912,249,229,52,749,3997,3777,62,115,63,217,1206,5,2871,3733,165,702,290,330,318,2,5,6,19,9,842,777,251,750,216,10570,3671,4909,1898,91,87,24,12977,0,0,3,0,3,5,226,403,144,59,1,87.62,93.09,92.09,81.66,59.11,60.37,72.82,21.96,15.41,18.49,42.08,82.82,64.63,56.52,1.97,100,90.97,69.84,69.59,82.32,70.98,64.58,58.49,74.96,73.3,78.78,3.7,40.3,14.93,45.61,70.48,84.93
A3613,UPQC,"UT, NV",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,8624,0.054503451,0.031375375,4499117,4499117,,2204568,0,1,1,0,,0,,9825,9323,82547385,78048267,,,0.5,0.5,0,Low Revenue,68073,8085,15964,8632,58515,8591,15235,8710,75960,8352,13449,8856,74458,7925,16007,8880,9290,0.935,0.852,0.935,0.914,0.968,0.842,0.952,0.903,0.913,0.882,0.995,0.911,0.96,0.86,0.988,0.937,35,729,221,7217,8402,42,673,187,7500,983,4250,2528,863,4643,3981,8193,38,67,96,34,196,2581,2320,67,153,55,380,647,0,1977,2923,77,608,319,235,218,2,7,8,8,5,779,604,145,426,202,8609,4231,3208,1154,16,49,24,12229,0,0,2,0,0,0,68,132,53,73,0,84.31,92.38,91.72,80.69,57.27,57.16,70.52,31.85,14.89,17.69,29.85,64.64,50.54,81.25,2.02,93.68,99.53,82.22,77.92,78,86.48,80,74.3,72.89,66.09,79.24,12.09,57.8,10.98,63.01,74.47,90.25
A3617,"Boulder Valley Care Network, LLC",CO,Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,9863,-0.003614031,0.030136136,-294160,0,,0,0,1,1,0,,0,,8448,8222,81394009,81688169,,,0.5,0.5,0,High Revenue,58941,9682,11965,7260,77145,9512,9364,7385,66625,10769,10219,7813,81911,10944,13542,7945,8479,0.928,0.929,0.769,0.816,0.965,0.898,0.78,0.791,0.953,0.869,0.824,0.816,1.015,0.914,0.82,0.794,25,669,227,8065,9635,24,686,237,8688,1094,5496,2498,775,5479,4384,9059,88,81,74,14,547,2204,2032,40,100,39,120,384,0,1683,3435,50,320,211,191,181,1,4,5,6,2,804,489,121,466,272,9531,2976,5172,1327,56,33,21,10300,0,0,0,0,1,5,115,216,51,64,1,84.37,94.24,92.05,81.61,60.54,69.31,75.08,30.76,15.19,17.62,34.11,64.03,49.42,62.5,1.31,98.76,96.44,88.46,85.2,75.46,82.03,75,76.71,75.93,67.58,80.08,3.49,35.13,13.62,38.35,75.77,74.06
A3620,Independent Physicians Accountable Care,"TX, FL, SC, CT, CA, VA",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,9480,-0.012065629,0.03051952,-2431449,0,,0,0,1,1,0,,0,,22498,22043,201518597,203950046,,,0.5,0.5,0,Low Revenue,130770,20523,31697,15446,130120,23412,32942,16222,135347,22538,34737,16107,140223,23328,35089,16472,22769,1.119,1.567,1.42,1.129,1.243,1.582,1.518,1.125,1.129,1.606,1.37,1.136,1.249,1.467,1.422,1.127,149,1004,1737,6405,8957,154,917,1669,6217,1285,3810,2665,1720,5510,3970,8197,766,69,239,13,196,7440,6316,464,591,156,1297,4620,16,2961,5726,373,1071,400,686,632,11,29,13,29,12,846,1122,540,889,244,19531,7599,5594,5858,480,316,32,13240,0,0,0,0,0,0,139,12,52,27,0,86.26,94.36,93.13,82.11,58.22,61.47,72.18,28.36,16.34,19.72,56.37,107.89,80.76,61.54,2.31,97.73,100,86.42,92.03,80.08,96.79,42,0,83.73,84.62,72.41,N/A,0,100,0,2.82,97.64
A3621,"Kootenai Accountable Care, LLC","ID, WA",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,13801,0.055964186,0.027718944,7061252,7061252,,3460014,0,1,1,0,,0,,9389,9159,126174484,119113232,,,0.5,0.5,0,High Revenue,74516,8274,14661,8004,79608,8531,13728,8376,64951,8643,11851,8274,57117,8946,11370,8399,8863,0.973,0.865,0.969,0.878,0.948,0.845,0.943,0.892,0.992,0.857,0.896,0.905,0.952,0.86,0.919,0.91,99,1365,554,10593,13439,79,1365,548,11446,1876,6965,3691,1269,7501,6300,13343,21,41,33,66,297,2422,2047,99,282,8,187,270,0,2622,2849,73,338,258,210,190,3,16,1,8,4,778,585,120,596,260,8231,3366,2971,1439,455,27,20,9048,0,0,0,0,1,0,108,222,78,63,0,82.85,92.07,88.87,78.52,59.2,59.86,73.62,31.9,14.09,17.24,26.98,51.81,41.58,80.77,1.08,100,54.52,89.16,77.41,82.42,87.15,89.13,78.13,82.9,84.68,88.93,1.2,56.05,13.71,61.29,72.37,98.08
A3623,"St. Luke's ACO, LLC","MO, IL",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,13085,-0.047286833,0.02814863,-5775275,-5775275,,0,0,1,1,0,,0,,9527,9415,122132837,127908112,,,0.5,0.5,0,Low Revenue,61817,10098,12446,8720,72839,10531,15862,8564,85282,10099,16274,8659,92193,11928,14264,9340,9978,1.039,0.949,1.037,1.004,1.014,1.02,1.006,1.005,1.027,1.005,1.016,1.009,1.034,0.955,0.985,0.987,84,771,200,12398,12819,64,733,208,11815,1085,6213,4030,1757,7622,5463,11867,658,131,16,7,406,3162,2724,21,386,45,158,458,0,2610,3093,87,412,210,319,295,1,19,4,16,7,793,815,212,615,223,9596,3373,5538,663,23,50,20,8358,0,0,0,0,0,0,107,142,77,4,0,86.89,91.7,91.24,82.38,63.32,64.22,74.2,26.31,14.89,21.18,38.32,76.79,60.35,66.67,2.11,79.87,92.68,96.26,82,91.09,93.28,100,90.33,81.34,82.43,84.82,3.77,60.38,13.21,64.15,75.41,94.85
A3624,UC Davis Health ACO,CA,Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,23697,-0.006049914,0.024630288,-1888236,0,,0,0,1,1,0,,0,,13501,13198,312109624,313997860,,,0.5,0.5,0,High Revenue,90243,12594,13851,9204,95626,14594,15531,10091,97666,15496,17480,10713,98503,15777,18559,11090,13582,1.023,1.097,0.966,0.93,1.036,1.104,0.974,0.947,1.013,1.172,1.066,0.975,1.016,1.187,1.071,0.967,325,3267,1887,16582,23118,326,3192,1893,17706,4069,11426,6041,2161,13541,10156,18986,1734,1085,481,99,1312,4361,4107,28,165,105,292,803,1,4658,2702,134,717,386,282,269,1,5,7,15,6,827,710,204,738,353,9095,4268,4242,565,20,46,24,16349,0,0,0,0,1,5,400,1037,140,29,1,87.39,92.17,92.26,79.87,52.46,52.34,73.8,17.82,14.62,17.55,35.38,69.27,55.52,71.93,1.18,100,49.09,32.13,67.65,84.92,36.29,40,16.21,57.37,86.69,78.97,0,41.63,16.34,47.86,77.82,89.33
A3627,Keep Well ACO LLC,"MO, KS, IL",Initial,1,01/01/2018 12:00:00 AM,1,0,0,0,01/01/2018 12:00:00 AM,1,0,0,0,0,0,0,7257,-0.048932131,0.033485485,-5973091,-5973091,,0,0,1,1,0,,0,,17735,16875,122068895,128041987,,,0.5,0.5,0,High Revenue,91339,14527,21339,12781,89937,15905,21886,13957,102726,15739,22125,14818,89190,17531,25612,15647,18602,1.044,1.486,1.234,1.07,1.106,1.473,1.306,1.074,1.11,1.436,1.192,1.111,1.057,1.508,1.222,1.142,49,1323,1220,3859,6883,48,1438,1415,3982,1649,2477,1729,1402,4184,3073,6467,536,56,49,26,123,6387,5140,292,402,642,1363,3129,0,2931,4214,351,732,249,622,547,7,20,48,19,11,839,1124,465,753,170,14268,5959,3359,4810,141,264,29,10977,0,0,0,0,0,14,63,20,76,9,5,89.6,95.03,92.86,82.9,58.45,65.64,72.51,31.55,14.68,18.28,52.21,105.21,77.72,78.79,2.8,95.74,95.43,55.06,88.21,81.03,68.46,100,30.87,55.19,67.55,96.96,90,43.15,40.32,50,51.31,61.06
